                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    140,                 1.1935,                 1.1858,                 1.0995,                0.23801,                0.37044,                 0.2205,                0.12084,                 1.5872,                 2.3993,                 1.3943,             0.00090845,             0.00090845,             0.00090845
                    141,                 1.1611,                 1.1898,                 1.0823,                0.22896,                0.31952,                0.18789,                0.09795,                 1.6623,                 2.6842,                 1.4382,             0.00090597,             0.00090597,             0.00090597
                    142,                 1.1674,                 1.1962,                  1.091,                0.20725,                0.40102,                0.19113,                0.10594,                 1.6103,                 2.5861,                 1.3829,              0.0009035,              0.0009035,              0.0009035
                    143,                 1.1522,                 1.1764,                 1.0989,                0.20327,                0.40827,                0.18734,                0.09708,                  1.669,                 2.9494,                  1.448,             0.00090103,             0.00090103,             0.00090103
                    144,                 1.1769,                 1.2329,                 1.0952,                0.21478,                0.37705,                0.19902,                0.11181,                 1.6208,                 2.6616,                 1.3988,             0.00089855,             0.00089855,             0.00089855
                    145,                 1.1964,                 1.2368,                 1.0961,                0.17915,                0.29349,                0.16097,                0.08446,                 1.7133,                 2.7979,                 1.4708,             0.00089607,             0.00089607,             0.00089607
                    146,                 1.1534,                 1.2151,                  1.079,                0.17726,                0.37099,                0.18197,                0.09094,                 1.6987,                 3.0927,                 1.4397,              0.0008936,              0.0008936,              0.0008936
                    147,                 1.1596,                 1.1577,                 1.0835,                0.20776,                0.38299,                0.20092,                0.10899,                 1.6488,                 2.7909,                 1.3863,             0.00089112,             0.00089112,             0.00089112
                    148,                 1.1246,                 1.1325,                 1.0743,                0.19615,                 0.3989,                0.19351,                0.09942,                 1.6585,                 2.6519,                 1.4217,             0.00088865,             0.00088865,             0.00088865
                    149,                 1.1682,                 1.1516,                 1.0941,                0.18455,                0.41934,                0.19368,                0.10956,                 1.6023,                 2.9154,                 1.3941,             0.00088618,             0.00088618,             0.00088618
                    150,                 1.1201,                 1.0926,                 1.0655,                0.18501,                0.44467,                0.18359,                 0.0996,                 1.6124,                 3.1834,                 1.4221,              0.0008837,              0.0008837,              0.0008837
                    151,                 1.1112,                 1.1628,                  1.066,                0.18556,                0.41895,                0.18815,                0.10188,                 1.6007,                 2.7689,                 1.4209,             0.00088122,             0.00088122,             0.00088122
                    152,                 1.1315,                 1.1706,                 1.0813,                0.19902,                 0.3996,                0.20483,                0.10918,                 1.6219,                 2.4262,                 1.4169,             0.00087875,             0.00087875,             0.00087875
                    153,                 1.1427,                 1.1838,                 1.0701,                 0.2144,                0.40795,                0.21103,                 0.1184,                 1.6081,                 2.3085,                 1.3928,             0.00087628,             0.00087628,             0.00087628
                    154,                 1.1615,                 1.1353,                 1.0905,                0.20517,                0.36915,                 0.1906,                0.10257,                  1.669,                 2.5036,                 1.4562,              0.0008738,              0.0008738,              0.0008738
                    155,                   1.13,                 1.1349,                 1.0942,                 0.2256,                0.35864,                0.19817,                0.11029,                 1.6488,                 2.4604,                 1.4288,             0.00087132,             0.00087132,             0.00087132
                    156,                 1.1162,                  1.087,                 1.0558,                0.20829,                0.37951,                0.19779,                0.10448,                 1.6942,                 2.4365,                 1.4432,             0.00086885,             0.00086885,             0.00086885
                    157,                 1.1202,                 1.0499,                 1.0719,                  0.222,                0.40414,                0.21697,                0.12136,                  1.615,                 2.6085,                 1.4103,             0.00086637,             0.00086637,             0.00086637
                    158,                 1.1035,                 1.1546,                 1.0723,                0.21231,                0.37158,                0.20215,                0.11039,                 1.6694,                 2.5469,                  1.466,              0.0008639,              0.0008639,              0.0008639
                    159,                 1.1317,                 1.1595,                  1.088,                0.18218,                0.43497,                0.18887,                0.10185,                 1.6379,                 2.4798,                 1.4463,             0.00086142,             0.00086142,             0.00086142
                    160,                 1.1386,                 1.1109,                 1.0643,                0.20855,                0.37473,                 0.1845,                0.09629,                 1.6616,                 2.6827,                 1.4678,             0.00085895,             0.00085895,             0.00085895
                    161,                 1.1469,                 1.1274,                 1.0712,                0.22365,                0.40109,                0.19896,                0.11073,                 1.6171,                 2.5962,                 1.4263,             0.00085647,             0.00085647,             0.00085647
                    162,                 1.1117,                 1.1238,                 1.0731,                0.22068,                0.35948,                0.20643,                0.10859,                 1.6738,                 2.7622,                 1.4468,               0.000854,               0.000854,               0.000854
                    163,                 1.1015,                 1.0808,                 1.0582,                0.20953,                0.42737,                0.21122,                 0.1189,                 1.6383,                 2.5457,                 1.4035,             0.00085152,             0.00085152,             0.00085152
                    164,                 1.1034,                 1.0962,                 1.0661,                0.18705,                0.39103,                0.18398,                0.09642,                 1.6707,                 2.6486,                 1.4618,             0.00084905,             0.00084905,             0.00084905
                    165,                 1.1121,                 1.1358,                  1.079,                0.19763,                0.37405,                0.20359,                0.11205,                 1.6348,                 2.5709,                 1.4241,             0.00084658,             0.00084658,             0.00084658
                    166,                 1.1056,                 1.0664,                 1.0781,                0.18222,                0.38401,                0.20152,                0.10713,                 1.6689,                 2.6228,                 1.4426,              0.0008441,              0.0008441,              0.0008441
                    167,                 1.1081,                  1.078,                 1.0573,                0.20009,                0.38183,                0.20067,                0.11067,                 1.6301,                 2.6776,                 1.4216,             0.00084162,             0.00084162,             0.00084162
                    168,                 1.0871,                 1.0797,                 1.0698,                0.19235,                0.40102,                0.18039,                0.09855,                 1.6361,                 2.6615,                 1.4072,             0.00083915,             0.00083915,             0.00083915
                    169,                 1.1219,                 1.0676,                 1.0806,                 0.2067,                0.36325,                0.18841,                0.09943,                 1.6141,                 2.6328,                 1.3914,             0.00083667,             0.00083667,             0.00083667
                    170,                 1.1098,                 1.1086,                 1.0656,                0.22465,                0.39682,                0.20344,                   0.11,                 1.6342,                 2.6555,                 1.4096,              0.0008342,              0.0008342,              0.0008342
